basisOfRecord,commonName,country,county,decimalLatitude,decimalLongitude,eventDate,family,genus,habitat,locality,month,occurrenceRemarks,order,phylum,recordedBy,recordId,references,scientificName,specificEpithet,state,taxonID,year,day
PreservedSpecimen,strigose blacksamson,United States,Murray,34.52237,-96.96835,6/6/1959,Asteraceae,Echinacea,Rocky prairie bank.,Sulphur; 1 mi N,6,,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:b01b8a24-667f-4f41-878c-0b1dc698ac95,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22699088,Echinacea angustifolia var. strigosa,angustifolia,Oklahoma,81985,1959,6
PreservedSpecimen,strigose blacksamson,United States,Lincoln,35.93887,-97.0125,5/28/1960,Asteraceae,Echinacea,Sandy gypsum soil.,Carney; 9 mi N,5,Pollen yellow. Colony of ca 300 plants.,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:6a6d494d-180a-4128-b0bd-f5efb28c6dd3,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22700598,Echinacea angustifolia var. strigosa,angustifolia,Oklahoma,81985,1960,28
PreservedSpecimen,strigose blacksamson,United States,Lincoln,35.93887,-97.0125,5/28/1960,Asteraceae,Echinacea,Sandy gypsum soil.,Carney; 9 mi N,5,Pollen yellow. Colony of ca 300 plants.,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:c04f2e06-4779-4da3-9765-dd02a2bd0f07,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22707536,Echinacea angustifolia var. strigosa,angustifolia,Oklahoma,81985,1960,28
PreservedSpecimen,strigose blacksamson,United States,Comanche,34.608483,-98.213739,6/7/1959,Asteraceae,Echinacea,Red gypsum soil. Prairie.,Lawton; 10 mi E,6,,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:a5163672-0491-40a1-b177-602125453285,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22710350,Echinacea angustifolia var. strigosa,angustifolia,Oklahoma,81985,1959,7
PreservedSpecimen,strigose blacksamson,United States,Noble,36.289878,-97.156462,6/14/1960,Asteraceae,Echinacea,Grassy roadside bank; red clay loam.,Perry; 7.3 mi E along Hwy 64,6,Small colony. Yellow pollen; rays medium to dark pink; stem pubescence strigose to hirsute.,Asterales,Magnoliophyta,Vernon L Harms,urn:uuid:da10e260-a402-453b-8b0e-19eef05cc700,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22712361,Echinacea angustifolia var. strigosa,angustifolia,Oklahoma,81985,1960,14
PreservedSpecimen,strigose blacksamson,United States,Murray,34.41811,-97.14863,6/23/1958,Asteraceae,Echinacea,Rocky prairie.,Turner Falls; 0.5 mi S,6,Common in local areas.,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:5958c95a-8bfc-4995-afe6-7b342bad7882,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22715118,Echinacea angustifolia var. strigosa,angustifolia,Oklahoma,81985,1958,23
PreservedSpecimen,strigose blacksamson,United States,Lincoln,35.93038,-97.03333,8/7/1966,Asteraceae,Echinacea,Roadside right of way. Red soil; few rocks.,Perkins; 3 mi S (9 mi N Carney),8,,Asterales,Magnoliophyta,Steve Stephens,urn:uuid:b2c8ba1b-6503-464e-b463-5f10b94dc273,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22739358,Echinacea angustifolia var. strigosa,angustifolia,Oklahoma,81985,1966,7
PreservedSpecimen,strigose blacksamson,United States,Murray,34.52237,-96.96835,11/1/1966,Asteraceae,Echinacea,Open prairie (at sales barn).,Sulphur; 1 mi N,11,,Asterales,Magnoliophyta,Steve Stephens,urn:uuid:743df301-f2d5-41a3-8e6f-346e1b77d730,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22739359,Echinacea angustifolia var. strigosa,angustifolia,Oklahoma,81985,1966,1
PreservedSpecimen,Topeka purple coneflower,United States,Pontotoc,34.796417,-97.034812,6/6/1958,Asteraceae,Echinacea,Sandy soil along ditch,4.3 mi E of Stratford,6,,Asterales,Magnoliophyta,E.L. Richards,urn:uuid:5de02014-5535-4103-808b-da37045221dc,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22062794,Echinacea atrorubens,atrorubens,Oklahoma,81987,1958,6
PreservedSpecimen,Topeka purple coneflower,United States,Garvin,34.781549,-96.67523,6/6/1958,Asteraceae,Echinacea,In praire,1.2 mi S of Stratford,6,,Asterales,Magnoliophyta,E.L. Richards,urn:uuid:e23ea526-0490-4c1e-8f41-80e93ca9a539,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22062805,Echinacea atrorubens,atrorubens,Oklahoma,81987,1958,6
PreservedSpecimen,Topeka purple coneflower,United States,Murray,34.551238,-96.967641,5/29/1960,Asteraceae,Echinacea,Prairie Bank,3 mi N of Sulphur,5,,Asterales,Magnoliophyta,R.L. McGregor,urn:uuid:e31403f4-f9e0-4de1-86f9-d38c906392ac,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22062816,Echinacea atrorubens,atrorubens,Oklahoma,81987,1960,29
PreservedSpecimen,Topeka purple coneflower,United States,Carter,34.270523,-97.040103,6/7/1959,Asteraceae,Echinacea,Rocky prairie bank,1 mi S of Gene Autrey,6,,Asterales,Magnoliophyta,R.L. McGregor,urn:uuid:1e934870-b535-4427-a0d3-9c6800088551,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22062825,Echinacea atrorubens,atrorubens,Oklahoma,81987,1959,7
PreservedSpecimen,Topeka purple coneflower,United States,Cotton,34.332717,-98.208847,5/26/1986,Asteraceae,Echinacea,Roadside,Along roadside 4 mi N; 1.75 mi E of Temple,5,,Asterales,Magnoliophyta,Barney L. Lipscomb,urn:uuid:9325b9d4-468b-4948-9fe9-aaf42c3cb99d,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22062833,Echinacea atrorubens,atrorubens,Oklahoma,81987,1986,26
PreservedSpecimen,Topeka purple coneflower,United States,Murray,34.502863,-96.967445,6/8/2019,Asteraceae,Echinacea,Limestone hillside. Approx 25 plants.,Pavilion springs across from panther falls,6,,Asterales,Magnoliophyta,Erin Flinchbaugh,urn:uuid:72be1fef-587a-43cd-8d39-2a8101a98484,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22063173,Echinacea atrorubens,atrorubens,Oklahoma,81987,2019,8
PreservedSpecimen,Topeka purple coneflower,United States,Marshall,33.99869,-96.65672,6/7/1958,Asteraceae,Echinacea,Along steep bank at edge of prairie in loose soil over limestone.,Kingston; 3.6 mi E,6,,Asterales,Magnoliophyta,Edward L Richards,urn:uuid:a7fc1df4-5818-42d0-85c8-36f3f4d08adb,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22503706,Echinacea atrorubens,atrorubens,Oklahoma,81987,1958,7
PreservedSpecimen,Topeka purple coneflower,United States,Murray,34.55139,-96.96835,8/8/1966,Asteraceae,Echinacea,Roadside right of way. Prairie area. Sandy soil.,Sulphur; 3 mi N,8,,Asterales,Magnoliophyta,Steve Stephens,urn:uuid:05911c7c-c893-4561-831e-537528f8d601,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22504763,Echinacea atrorubens,atrorubens,Oklahoma,81987,1966,8
PreservedSpecimen,Topeka purple coneflower,United States,Garvin,34.77934,-96.95946,6/6/1958,Asteraceae,Echinacea,In prairie with Asclepias and Erigeron. Soil hard.,Stratford; 1.2 mi S,6,,Asterales,Magnoliophyta,Edward L Richards,urn:uuid:eb11f6f3-05ff-4c6b-a7af-8d9b7ddb2eef,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22510542,Echinacea atrorubens,atrorubens,Oklahoma,81987,1958,6
PreservedSpecimen,Topeka purple coneflower,United States,McCurtain,33.95398,-94.87248,5/20/1961,Asteraceae,Echinacea,Prairie along railroad.,Garvin; 4 mi E,5,,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:9c5e7e18-f3c7-4c73-b98e-7a74a483ffb7,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22511201,Echinacea atrorubens,atrorubens,Oklahoma,81987,1961,20
PreservedSpecimen,Topeka purple coneflower,United States,Marshall,33.9908333,-96.7913895,6/10/2000,Asteraceae,Echinacea,0.7 mi N jct of 99 & 32. E side of rd. Flat; rocky; hilltop tallgrass prairie (top of 20 ft rd cut). No disturbance; apparently no grazing in adjacent pasture. Location code: EPAROMA002.,Kingston; 4 mi E,6,Most plants past flowering. Population on both sides of rd.,Asterales,Magnoliophyta,Kelly Kindscher; Hillary J Loring,urn:uuid:708a76a1-b6a6-4907-82ec-64f66a89566e,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22514836,Echinacea atrorubens,atrorubens,Oklahoma,81987,2000,10
PreservedSpecimen,Topeka purple coneflower,United States,Pontotoc,34.79673,-96.8835,6/6/1958,Asteraceae,Echinacea,In sandy soil along ditch with Asclepias and Oenothera.,Stratford; 4.3 mi E,6,,Asterales,Magnoliophyta,Edward L Richards,urn:uuid:dd0d70df-f77f-4a5d-90a0-4fb48c36a7be,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22515900,Echinacea atrorubens,atrorubens,Oklahoma,81987,1958,6
PreservedSpecimen,Topeka purple coneflower,United States,Garvin,33.82342,-94.94244,6/6/1959,Asteraceae,Echinacea,Bluestem prairie.,Garvin; 9 mi S,6,Ligules very dark red.,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:601fda41-1be0-404b-ba76-8ced7934c832,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22517781,Echinacea atrorubens,atrorubens,Oklahoma,81987,1959,6
PreservedSpecimen,Topeka purple coneflower,United States,McCurtain,33.95398,-94.87248,5/20/1961,Asteraceae,Echinacea,Prairie along railroad.,Garvin; 4 mi E,5,,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:22398cef-381c-4bfd-8254-8be3a981248f,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22533068,Echinacea atrorubens,atrorubens,Oklahoma,81987,1961,20
PreservedSpecimen,Topeka purple coneflower,United States,Marshall,34.04224,-96.71972,8/9/1966,Asteraceae,Echinacea,Roadside right of way. Prairie area. Gravelly; red soil.,Kingston; 3 mi N,8,,Asterales,Magnoliophyta,Steve Stephens,urn:uuid:fcf8d612-c1cc-40a6-9a68-db4f63e6647b,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22535096,Echinacea atrorubens,atrorubens,Oklahoma,81987,1966,9
PreservedSpecimen,Topeka purple coneflower,United States,Garvin,34.73002,-96.95946,6/6/1958,Asteraceae,Echinacea,Along roadside ditch in alluvial soil.,Stratford; 4.6 mi S,6,,Asterales,Magnoliophyta,Edward L Richards,urn:uuid:c866d569-3f18-4f29-b62d-e23acc892445,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22657361,Echinacea atrorubens,atrorubens,Oklahoma,81987,1958,6
PreservedSpecimen,Topeka purple coneflower,United States,Bryan,33.99647,-96.29999,8/10/1966,Asteraceae,Echinacea,Roadside right of way. Dry; sandy; rocky soil.,Blue; 4 mi W,8,,Asterales,Magnoliophyta,Steve Stephens,urn:uuid:30517de3-c996-4bb2-ba9d-b9e5d8592a39,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22657908,Echinacea atrorubens,atrorubens,Oklahoma,81987,1966,10
PreservedSpecimen,Topeka purple coneflower,United States,Garvin,34.76048,-96.95946,8/8/1966,Asteraceae,Echinacea,Roadside right of way. Prairie area. Dry; sand rock soil.,Stratford; 2.5 mi S,8,,Asterales,Magnoliophyta,Steve Stephens,urn:uuid:9a314d1e-5aba-446d-a002-9d89e5f0ed0f,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22663211,Echinacea atrorubens,atrorubens,Oklahoma,81987,1966,8
PreservedSpecimen,Topeka purple coneflower,United States,Pushmataha,34.2167,-95.62025,5/20/1961,Asteraceae,Echinacea,Sandy bank.,Antlers; 1 mi S,5,Not common.,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:845a6e4b-cb63-42c3-9b14-f27e43a6099b,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22665006,Echinacea atrorubens,atrorubens,Oklahoma,81987,1961,20
PreservedSpecimen,Topeka purple coneflower,United States,Murray,34.85287,-96.67835,6/6/1958,Asteraceae,Echinacea,With Trifolium along bank. Soil hard.,Ada; 5.4 mi N,6,,Asterales,Magnoliophyta,Edward L Richards,urn:uuid:e296d1c8-8fa3-4c3c-b871-6c321b9354f1,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22665817,Echinacea atrorubens,atrorubens,Oklahoma,81987,1958,6
PreservedSpecimen,Topeka purple coneflower,United States,Murray,34.85287,-96.67835,6/6/1958,Asteraceae,Echinacea,With Trifolium along bank. Soil hard.,Ada; 5.4 mi N,6,,Asterales,Magnoliophyta,Edward L Richards,urn:uuid:e9b36463-f13d-4d74-a7f8-dc36c87bd275,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22666921,Echinacea atrorubens,atrorubens,Oklahoma,81987,1958,6
PreservedSpecimen,Topeka purple coneflower,United States,Choctaw,34.04433,-95.61969,5/20/1961,Asteraceae,Echinacea,Prairie.,Forney; 1 mi N,5,Rays dark red. Pollen yellow.,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:98c5032c-ecb2-4521-bfd7-85b0ba1b92f9,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22675423,Echinacea atrorubens,atrorubens,Oklahoma,81987,1961,20
PreservedSpecimen,Topeka purple coneflower,United States,Murray,34.55139,-96.96835,5/29/1960,Asteraceae,Echinacea,Prairie bank.,Sulphur; 3 mi N,5,,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:6d251efb-1853-4f3e-a01b-113b4b5c232f,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22680938,Echinacea atrorubens,atrorubens,Oklahoma,81987,1960,29
PreservedSpecimen,Topeka purple coneflower,United States,Carter,34.2692,-97.03807,6/7/1959,Asteraceae,Echinacea,Rocky prairie bank.,Gene Autry; 1 mi S,6,,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:648f67f0-edf4-44ca-ad68-f57f31d601ff,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22684965,Echinacea atrorubens,atrorubens,Oklahoma,81987,1959,7
PreservedSpecimen,Topeka purple coneflower,United States,Love,34.05312,-97.11668,6/6/1958,Asteraceae,Echinacea,Along bank in packed reddish soil.,Marietta; 8 mi N,6,,Asterales,Magnoliophyta,Edward L Richards,urn:uuid:1372134b-a70e-4f52-9599-fd5a7c3878ad,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22698069,Echinacea atrorubens,atrorubens,Oklahoma,81987,1958,6
PreservedSpecimen,Topeka purple coneflower,United States,Marshall,34.0800018,-96.8397217,6/10/2000,Asteraceae,Echinacea,Rocky native tallgrass prairie. No disturbance; overgrazing on adjacent prairie. Location code: EPAROMA001.,US 20; 4 mi E; 1 mi S from Madill intersection of Breeding Road & Bolen Road connection to US 70,6,"Ca 20 flowering stalks in adjacent pasture. Plants on that site and EPAROKMA001 appear to be the same species (same with respect to: shape of inflorescence; adaxial leaf vestiture; height; rays short, pink [mostly, to light purple], drooping in to recurved).",Asterales,Magnoliophyta,Kelly Kindscher; Hillary J Loring,urn:uuid:15b6924e-5ff1-4a5d-a806-e125aaa04e73,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22701886,Echinacea atrorubens,atrorubens,Oklahoma,81987,2000,10
PreservedSpecimen,Topeka purple coneflower,United States,Garvin,34.66619,-96.95946,8/8/1966,Asteraceae,Echinacea,Roadside right of way. Prairie area. Sand rock; red soil.,Stratford; 9 mi S,8,,Asterales,Magnoliophyta,Steve Stephens,urn:uuid:a3724e22-3f19-4a24-adff-8e0d9dd87790,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22709360,Echinacea atrorubens,atrorubens,Oklahoma,81987,1966,8
PreservedSpecimen,Topeka purple coneflower,United States,Carter,34.17423,-97.05595,6/7/1959,Asteraceae,Echinacea,Sandy prairie.,Ardmore; 5 mi E,6,,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:6cd502da-a488-432e-8a4d-164fa1cbc7e2,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22713006,Echinacea atrorubens,atrorubens,Oklahoma,81987,1959,7
PreservedSpecimen,pale purple coneflower,United States,Garfield,36.397438,-97.662195,6/14/1960,Asteraceae,Echinacea,Very grassy shallow ditch; red loam.,Enid; 12 mi E along Hwy 64,6,"Small colony. White pollen, rays very light pink.",Asterales,Magnoliophyta,Vernon L Harms,urn:uuid:5f3d651b-6fcb-4f4f-a41c-84a67565b8ed,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22470086,Echinacea pallida,pallida,Oklahoma,43810,1960,14
PreservedSpecimen,pale purple coneflower,United States,Craig,36.71409,-95.09556,6/10/1957,Asteraceae,Echinacea,On a rocky roadside bank bordering a prairie pasture.,Welch; 11 mi S,6,Rays pinkish.,Asterales,Magnoliophyta,Earl W Lathrop,urn:uuid:4b2fcade-b671-4cdf-aa27-1636e68ffd55,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22475620,Echinacea pallida,pallida,Oklahoma,43810,1957,10
PreservedSpecimen,pale purple coneflower,United States,Murray,34.59567,-96.84085,6/6/1958,Asteraceae,Echinacea,Along edge of field and roadside in hard gravelly soil with Erigeron.,Roff; 2.2 mi S,6,,Asterales,Magnoliophyta,Edward L Richards,urn:uuid:1b6cd1b4-aa90-4c13-9c0a-198a178cb408,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22477310,Echinacea pallida,pallida,Oklahoma,43810,1958,6
PreservedSpecimen,pale purple coneflower,United States,Choctaw,33.95262,-95.54466,8/10/1966,Asteraceae,Echinacea,Roadside right of way. Sandy-clay soil.,Hugo; 4 mi S; 2 mi W,8,,Asterales,Magnoliophyta,Steve Stephens,urn:uuid:dd2f9d10-ae16-4eea-ac73-b26cf1a3f3a0,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22479411,Echinacea pallida,pallida,Oklahoma,43810,1966,10
PreservedSpecimen,pale purple coneflower,United States,Ottawa,36.69361,-94.92661,6/10/1959,Asteraceae,Echinacea,Bluestem prairie hay meadow.,Afton; 2 mi E,6,,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:15ca6131-afde-4784-af5e-08ba6fb82f1e,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22480771,Echinacea pallida,pallida,Oklahoma,43810,1959,10
PreservedSpecimen,pale purple coneflower,United States,Muskogee,35.71831,-95.401976,6/10/1957,Asteraceae,Echinacea,In a low prairie pasture.,Muskogee; 2 mi S; 1 mi W on Hwy 69,6,Rays whitish.,Asterales,Magnoliophyta,Earl W Lathrop,urn:uuid:5ef0cd07-6ddd-4fcd-bc0f-84ca8b53561a,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22480816,Echinacea pallida,pallida,Oklahoma,43810,1957,10
PreservedSpecimen,pale purple coneflower,United States,Craig,36.8011,-95.09556,6/10/1957,Asteraceae,Echinacea,In sandy soil of a roadside bank bordering a prairie pasture.,Welch; 5 mi S,6,,Asterales,Magnoliophyta,Earl W Lathrop,urn:uuid:36c6fe47-d308-44ec-996c-6d71b3e49089,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22481388,Echinacea pallida,pallida,Oklahoma,43810,1957,10
PreservedSpecimen,pale purple coneflower,United States,Pushmataha,34.2167,-95.62025,5/20/1961,Asteraceae,Echinacea,Sandy prairie bank.,Antlers; 1 mi S,5,Rays pure white. Pollen white.,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:57f01e98-81fa-445a-803a-510a59d73021,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22484016,Echinacea pallida,pallida,Oklahoma,43810,1961,20
PreservedSpecimen,pale purple coneflower,United States,Hughes,35.25004,-96.05569,6/9/1959,Asteraceae,Echinacea,Rocky prairie bank.,Dustin; 2 mi SW,6,,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:94a87ff6-fdc7-4842-8c97-ea6f4c411aab,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22489970,Echinacea pallida,pallida,Oklahoma,43810,1959,9
PreservedSpecimen,pale purple coneflower,United States,Choctaw,33.94027,-95.85165,8/10/1966,Asteraceae,Echinacea,Prairie pasture. Dry; gentle slope. Fair soil.,Boswell; 6 mi S; 1 mi E,8,,Asterales,Magnoliophyta,Steve Stephens,urn:uuid:c8771220-b72b-4965-85f8-4a4d0b51de83,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22491720,Echinacea pallida,pallida,Oklahoma,43810,1966,10
PreservedSpecimen,pale purple coneflower,United States,Pittsburg,34.9334,-95.85819,6/13/1958,Asteraceae,Echinacea,Roadside prairie.,McAlester; 5 mi W,6,Common in the area.,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:d82a557b-17a5-4d49-a785-1520355e5121,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22494391,Echinacea pallida,pallida,Oklahoma,43810,1958,13
PreservedSpecimen,pale purple coneflower,United States,McCurtain,33.93497,-94.73911,8/14/1966,Asteraceae,Echinacea,Roadside right of way. Prairie; rocky soil. Sandy.,Broken Bow; 6.5 mi S,8,,Asterales,Magnoliophyta,Steve Stephens,urn:uuid:409553dd-56c8-41b9-8b64-4e8739bfa2c2,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22498113,Echinacea pallida,pallida,Oklahoma,43810,1966,14
PreservedSpecimen,pale purple coneflower,United States,Muskogee,35.79759,-95.19687,6/10/1959,Asteraceae,Echinacea,Prairie hillside.,Fort Gibson; 3 mi E,6,,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:ae7a2489-c737-4caf-9054-95db10d907b0,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22498957,Echinacea pallida,pallida,Oklahoma,43810,1959,10
PreservedSpecimen,pale purple coneflower,United States,Osage,36.47218,-96.395,6/13/1958,Asteraceae,Echinacea,Rocky prairie hillside.,Hominy; 4 mi N,6,Common in the area.,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:e4f72385-d3c1-48f2-8942-a747eec5013d,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22499479,Echinacea pallida,pallida,Oklahoma,43810,1958,13
PreservedSpecimen,pale purple coneflower,United States,McIntosh,35.39868,-95.55332,6/9/1959,Asteraceae,Echinacea,Bluestem prairie.,Onapa; 0.5 mi S,6,,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:e29fa384-eff9-4e3b-bd99-8cf1ca261eb1,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22500008,Echinacea pallida,pallida,Oklahoma,43810,1959,9
PreservedSpecimen,pale purple coneflower,United States,McIntosh,35.47009,-95.48742,6/10/1957,Asteraceae,Echinacea,In a prairie hay field.,Checotah; 2 mi E,6,"Rays white, drooping.",Asterales,Magnoliophyta,Earl W Lathrop,urn:uuid:68861b4e-6c26-44cb-b8a2-0ac2b006d0ae,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22501463,Echinacea pallida,pallida,Oklahoma,43810,1957,10
PreservedSpecimen,pale purple coneflower,United States,Bryan,33.94166,-96.50249,6/7/1958,Asteraceae,Echinacea,In waste places and along fence row in hard prairie soil.,Colbert; 6.1 mi N,6,,Asterales,Magnoliophyta,Edward L Richards,urn:uuid:378ecfc2-5e74-4ad2-8555-40d1d5cddfbd,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22501660,Echinacea pallida,pallida,Oklahoma,43810,1958,7
PreservedSpecimen,pale purple coneflower,United States,Hughes,35.08028,-96.43434,6/9/1959,Asteraceae,Echinacea,Rocky prairie.,Holdenville; 2 mi W,6,,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:cb9901ff-f97b-4ded-9dab-b6fc1eb26b67,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22504241,Echinacea pallida,pallida,Oklahoma,43810,1959,9
PreservedSpecimen,pale purple coneflower,United States,Hughes,35.23737,-96.06379,6/9/1959,Asteraceae,Echinacea,Roadside bank.,Wetumka; 10 mi E,6,,Asterales,Magnoliophyta,Ronald L McGregor,urn:uuid:ab24ca90-7e99-4401-bd53-9e4acc32109c,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22508709,Echinacea pallida,pallida,Oklahoma,43810,1959,9
PreservedSpecimen,pale purple coneflower,United States,Craig,36.552283,-95.22111,6/10/1957,Asteraceae,Echinacea,In scattered colonies in a prairie hay field.,Big Cabin; 1 mi N on Hwy 69,6,Rays pinkish.,Asterales,Magnoliophyta,Earl W Lathrop,urn:uuid:a9dbe7b0-edf1-41b3-81c7-e1e893c59b55,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22511144,Echinacea pallida,pallida,Oklahoma,43810,1957,10
PreservedSpecimen,pale purple coneflower,United States,Major,36.39394,-98.245,6/14/1960,Asteraceae,Echinacea,Grassy roadside; reddish loam.,Ringwood; 1 mi N,6,Small colony. White pollen; medium to light pink rays.,Asterales,Magnoliophyta,Vernon L Harms,urn:uuid:6f04d637-d357-4a4e-b724-dbc8ff654ba4,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22512599,Echinacea pallida,pallida,Oklahoma,43810,1960,14
PreservedSpecimen,pale purple coneflower,United States,Craig,36.71409,-95.09556,6/10/1957,Asteraceae,Echinacea,On a rocky roadside bank bordering a prairie pasture.,Welch; 11 mi S,6,Rays pink and very short.,Asterales,Magnoliophyta,Earl W Lathrop,urn:uuid:32ab61d7-a86d-4753-afde-4d0c239c2f81,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22512816,Echinacea pallida,pallida,Oklahoma,43810,1957,10
PreservedSpecimen,pale purple coneflower,United States,Sequoyah,35.480992,-94.941423,6/11/1957,Asteraceae,Echinacea,Sandy roadside bank bordering a prairie pasture.,Vian; 2 mi E on Hwy 64,6,"Rays pink, drooping.",Asterales,Magnoliophyta,Earl W Lathrop,urn:uuid:53dbe822-25a0-48ad-9083-d30256fd5004,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22512876,Echinacea pallida,pallida,Oklahoma,43810,1957,11
PreservedSpecimen,pale purple coneflower,United States,Adair,36.08024,-94.57022,8/14/1966,Asteraceae,Echinacea,Along railroad tracks. Rocky soil. Hilly prairie-woods area.,Watts; 2 mi S,8,Large colony.,Asterales,Magnoliophyta,Steve Stephens,urn:uuid:345be2dd-2cc9-4b3f-9ca5-9a010eefc48f,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22515055,Echinacea pallida,pallida,Oklahoma,43810,1966,14
PreservedSpecimen,pale purple coneflower,United States,Muskogee,35.64893,-95.19802,6/16/1950,Asteraceae,Echinacea,Prairie.,Braggs; 1 mi S,6,,Asterales,Magnoliophyta,Jack Williams,urn:uuid:f1c7eb16-e228-45c0-a651-1d43b0ef841d,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22520437,Echinacea pallida,pallida,Oklahoma,43810,1950,16
PreservedSpecimen,pale purple coneflower,United States,Ottawa,36.873788,-94.967861,6/10/1957,Asteraceae,Echinacea,In a roadside ditch bordering a prairie pasture.,Miami; 5 mi W on Hwy 59,6,Rays white.,Asterales,Magnoliophyta,Earl W Lathrop,urn:uuid:535bb7c9-abb3-4d0d-8b74-538e49717161,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22532278,Echinacea pallida,pallida,Oklahoma,43810,1957,10
